Index,followers,rt,text
88,1521119,98,justic depart obtain 54 million addit relief compens servicememb unlaw repossess
89,1521119,64,open statement attorney gener session hous judiciari committe
90,1521119,29,deputi attorney gener rosenstein deliv remark 50 state summit public safeti
91,1521119,32,north carolina resid plead guilti prepar fraudul tax return
92,1521119,67,attorney gener jeff session appoint member us attorney advisori committe
93,1521119,119,product compani regist foreign agent registr act agent russian govern entiti
94,1521119,56,doj announc compens process western union fraud victim fund recov asset forfeitur
95,1521119,52,attorney gener jeff session statement fbi 2016 hate crime statist
96,1521119,66,alabama resid convict stolen ident refund fraud scheme sought 26 million
97,1521119,66,two execut plead guilti role foreign briberi scheme
98,1521119,98,new orlean woman convict role 32 million medicar kickback scheme
99,1521119,137,former depart veteran affair employe indict charg wire fraud briberi theft
100,1521119,44,deahq act deahq admin patterson dea commit use tool aggress fight amp address opioidcrisisgro
101,1521119,38,deahq temporari deahq schedul fentayl relat substanc go effect earlier 30 day notic intent
102,1521119,46,deahq today depart justic take import step toward halt rise death toll caus
103,1521119,32,deahq fentanyl analogu made evad regulatori control subject crimin prosecut fen
104,1521119,63,deahq schedul fentanyl empow law enforc take swift necessari action spread deadli poison
105,1521119,30,deahq intend schedul fentanylrel substanc emerg basi opioidcrisi
106,1521119,127,doj announc signific tool prosecut opioid traffick emerg schedul fentalyl
107,1521119,20,attorney gener session deliv remark nation fusion center associ
108,1521119,25,justiceatr antitrust divis depart justic announc establish jame f rill fellowship program htt
109,1521119,51,delawar man plead guilti produc child pornographi
110,1521119,153,justic depart compens victim bernard madoff fraud scheme fund recov asset forfeitur
111,1521119,22,act aag ken blanco speak combat corrupt nyu law oecd fcpa anniversari learn
112,1521119,16,deputi attorney gener rosenstein deliv keynot remark bwi busi partnership breakfast
113,1521119,29,georgia feder court prohibit tax prepar prepar tax return other
114,1521119,358,attorney gener session welcom us attorney justic depart
115,1521119,75,colombian nation extradit us face charg encourag induc alien come us
116,1521119,55,day trader indict comput hack secur fraud scheme target onlin brokerag account
117,1521119,53,district court enter order lo angel area telemarket compani execut
118,1521119,21,deputi attorney gener rosenstein deliv remark clear hous 2017 annual confer
119,1521119,158,former secret servic agent sentenc scheme relat silk road investig
120,1521119,86,member intern bank fraud ring sentenc prison role scheme
121,1521119,134,michigan doctor owner medic bill compani sentenc 15 year 26 million health care fraud scheme
122,1521119,148,attorney gener session welcom steven engel assist attorney gener offic legal counsel
123,1521119,137,five individu charg foreign briberi scheme involv rollsroyc plc us subsidiari
124,1521119,35,ohio businessman convict tax fraud
125,1521119,50,deahq collect record number unus pill part 14th prescript drug take back day deatakeback
126,1521119,66,two associ la cosa nostra plead guilti extortionrel charg
127,1521119,152,seattl area man convict scheme recruit young womengirl amp forc engag prostitut
128,1521119,56,attorney gener session deliv remark indianapoli ten point coalit
129,1521119,535,denatur sought individu fals claim famili admit divers immigr visa
130,1521119,168,owner pharmaci plead guilti 100 million compound pharmaci fraud scheme real properti forfeit
131,1521119,276,two cartel member sentenc life prison term slay attempt murder two icehsi special agent
132,1521119,135,man sentenc conspir provid materi support terrorist solicit murder feder judg
133,1521119,125,former ceo arthrocar corpor sentenc 20 year prison role 750m secur fraud scheme
134,1521119,44,main fisherman sentenc illeg traffick american eel
135,1521119,51,justiceatr three real estat investor indict bid rig florida onlin foreclosur auction
136,1521119,32,deputi attorney gener rosenstein deliv remark aba crimin justic section award luncheon
137,1521119,57,colombian nation plead guilti briberi conspiraci dismiss indict colombian narcot kingpin
138,1521119,49,addit former correct offic plead guilti beat handcuf amp shackl inmat
139,1521119,166,four ms13 member indict maryland charg attempt murder
140,1521119,41,attorney gener session deliv remark depart justic annual veteran appreci day ceremoni
141,1521119,33,deputi attorney gener rosenstein speak righttocounsel nation consortium third annual meet
142,1521119,59,join doj recogn amp thank veteran annual veteran appreci day ceremoni today 1pm edt
143,1521119,62,attorney gener session deliv remark new york citi defend nation secur
144,1521119,62,statement attorney gener session fentanyl safeti recommend first respond
145,1521119,28,doj support bjsgov effort releas state estim crime nation crime victim survey
146,1521119,35,former supervisori deputi jailer krrj sentenc 10 yr prison charg relat death detaine
147,1521119,28,justiceatr pr doj requir divestitur radio station part entercom acquisit cb radio
148,1521119,237,new york resid charg provid materi support isi extradit unit state
149,1521119,97,us announc settlement nyc board elect resolv improp remov voter registr roll
150,1521119,29,district court file philip amp 2 execut limit distribut adulter extern defibril
151,1521119,23,nation secur divis daag hickey speak aspen institut feder assist cyber attack take
152,1521119,80,make stride protect american fentanyl deputi attorney gener rosenstein ope read
153,1521119,91,utah financi advisor plead guilti tax evas secur fraud wire fraud
154,1521119,65,cheme corp amp vita hospic servic agre pay 75m resolv fals claim act alleg
155,1521119,125,libyan nation charg feder offens 2012 attack us special mission annex benghazi
156,1521119,170,ag session deliv statement apprehens mustafa alimam role 2012 attack benghazi libya
157,1521119,40,kansa busi owner plead guilti file fraudul tax return
158,1521119,49,deputi attorney gener rosenstein speak 2017 north american intern cyber summit
159,1521119,64,deahq drop unusedexpir med today deatakeback find author rx dispos locat
160,1521119,87,deahq deatakeback collect site open find collect site near
161,1521119,428,whitehous today nation rx drug take back day find nearest deahq collect site
162,1521119,61,thejusticedept deahq join local law enforc partner nationwid take back opioid amp rx drug
163,1521119,36,deahq go drop rx med tomorrow 1028 rememb wear red dearedribbon week 102331 deatakeback
164,1521119,61,deahq join local law enforc partner nationwid take back opioid amp rx drug
165,1521119,68,florida resid sentenc prison obstruct ir steal govern refund
166,1521119,99,former la vega strip club owner sentenc prison evad 17 million employ tax
167,1521119,145,american sentenc 20 year join isi
168,1521119,105,connecticut resid plead guilti fail report foreign financi account
169,1521119,80,deahq tomorrow deatakeback day 5000 locat across usado part end opioidepidem dispos rx med
170,1521119,39,attorney gener session speak john f kennedi intern airport effort combat opioidcrisi
171,1521119,66,deahq break dea est 6 new enforc team fight opioidcrisi charleston wva newbedford cincinnati cleveland raleigh
172,1521119,45,dag rosenstein doj crimin divis meet law enforc privat industri effort combat intel
173,1521119,53,feder grand juri indict pomona polic offic civil right offens allegedli assault minor
174,1521119,843,whitehous presid trump declar nationwid public health emerg address opioid crisi
175,1521119,16,justiceatr pr reloc premerg divis statist unit antitrust divis
176,1521119,225,founder owner pharmaceut compani insi arrest charg racket
177,1521119,118,attorney gener session announc doj settl plaintiff group improperli target ir
178,1521119,31,us attorney trent shore senat committe indian affair secur stronger amp safer indian commun
179,1521119,37,attorney gener session deliv remark heritag foundat legal strategi forum
180,1521119,69,pittsburgharea doctor charg unlaw distribut opioid
181,1521119,61,real estat investor agre plead guilti bid rig public foreclosur auction northern california
182,1521119,138,former mississippi sheriff deputi indict plant evid crime scene justifi fatal shoot
183,1521119,96,michigan man plead guilti conspiraci sexual exploit dozen minor girl
184,1521119,105,five chines citizen four chines compani indict scheme sell mislabel dietari supplement
185,1521119,46,attorney gener session deliv remark attorney gener annual award ceremoni
186,1521119,32,corpor enforc settlement demand must alway sound basi evid law dag rosenstein
187,1521119,103,rule law featur america rule law foundat america dag rosenstein
188,1521119,44,deputi attorney gener rosenstein deliv morn keynot address us chamber institut legal refor
189,1521119,52,two new york resid plead guilti separ stolen ident refund fraud scheme
190,1521119,77,justic depart file statement interest california campu speech case
191,1521119,64,nurs practition physician indict compound pharmaci fraud scheme
192,1521119,103,two men indict conspr caus fals statement feder elect commiss
193,1521119,79,virginia tax return prepar sentenc prison file fraudul return
194,1521119,54,renew fuel trader plead guilti conspiraci
195,1521119,122,honduran citizen charg attempt use explos devic popular miami mall
196,1521119,73,florida feder court perman shut tax return prepar
197,1521119,90,former global head hsbc foreign exchang cashtrad guilti multimilliondollar frontrun scheme
198,1521119,99,doj award nearli 9m advanc commun polic effort amp provid train activ shooter situat
199,1521119,58,us file long island co amp owner prevent distribut adulter amp misbrand dietari supplement
